CODIGOCIE,ESCOLA,DIRETORIA,MUNICIPIO,SERIE,IDPort,IDMat,IndDesemp,IndFluxo,IDESP,META,ORDEM,_REGICAO_NOME,_ANO,_DIRETORIA_ID,_MUNICIPIO_ID,_ESCOLA_ID,_ERROR_ID,_ERROR_INFOS,error_id,request_data
446920,EMICO MATSUMOTO GEOGRAFA,MARILIA,MARILIA,9º ANO EF,"3,8790","3,3943","3,64","1,0000","3,64",,2.0,INTERIOR,2021,21003,438,446920,,,,
044568,SEBASTIAO MONACO VEREADOR,MARILIA,MARILIA,9º ANO EF,"2,8620","2,2357","2,55","1,0000","2,55",,2.0,INTERIOR,2021,21003,438,044568,,,,
044568,SEBASTIAO MONACO VEREADOR,MARILIA,MARILIA,3º ANO EM,"2,3187","1,3527","1,84","1,0000","1,84",,3.0,INTERIOR,2021,21003,438,044568,,,,
923000,EDSON VIANEI ALVES PROF,MARILIA,MARILIA,3º ANO EM,"3,4000","2,2667","2,83","1,0000","2,83",,3.0,INTERIOR,2021,21003,438,923000,,,,
033736,CARLOTA DE NEGREIROS ROCHA PROFA,MARILIA,MARILIA,5º ANO EF,"6,8573","6,0000","6,43","1,0000","6,43",,1.0,INTERIOR,2021,21003,438,033736,,,,
033753,BICUDO MONSENHOR,MARILIA,MARILIA,9º ANO EF,"3,0617","2,6360","2,85","1,0000","2,85",,2.0,INTERIOR,2021,21003,438,033753,,,,
033753,BICUDO MONSENHOR,MARILIA,MARILIA,3º ANO EM,"2,1213","0,4547","1,29","1,0000","1,29",,3.0,INTERIOR,2021,21003,438,033753,,,,
033662,BENTO DE ABREU SAMPAIO VIDAL,MARILIA,MARILIA,5º ANO EF,"6,1207","4,9433","5,53","1,0000","5,53",,1.0,INTERIOR,2021,21003,438,033662,,,,
033856,BALTAZAR DE GODOY MOREIRA PROF,MARILIA,MARILIA,9º ANO EF,"3,9580","3,0727","3,52","0,9914","3,49",,2.0,INTERIOR,2021,21003,438,033856,,,,
033856,BALTAZAR DE GODOY MOREIRA PROF,MARILIA,MARILIA,3º ANO EM,"2,7203","1,6030","2,16","0,9988","2,16",,3.0,INTERIOR,2021,21003,438,033856,,,,
907662,REIKO UEMURA TSUNOKAWA PROFA,MARILIA,MARILIA,9º ANO EF,"3,0230","2,0923","2,56","1,0000","2,56",,2.0,INTERIOR,2021,21003,438,907662,,,,
907662,REIKO UEMURA TSUNOKAWA PROFA,MARILIA,MARILIA,3º ANO EM,"1,3723","0,7843","1,08","1,0000","1,08",,3.0,INTERIOR,2021,21003,438,907662,,,,
033741,ANTONIO GOMES DE OLIVEIRA PROF,MARILIA,MARILIA,5º ANO EF,"4,9760","4,6943","4,84","1,0000","4,84",,1.0,INTERIOR,2021,21003,438,033741,,,,
033561,ANTONIO DE BAPTISTA PROF,MARILIA,MARILIA,9º ANO EF,"2,9570","1,8280","2,39","1,0000","2,39",,2.0,INTERIOR,2021,21003,438,033561,,,,
033561,ANTONIO DE BAPTISTA PROF,MARILIA,MARILIA,3º ANO EM,"3,7177","1,9230","2,82","1,0000","2,82",,3.0,INTERIOR,2021,21003,438,033561,,,,
033832,ANTONIO AUGUSTO NETTO,MARILIA,MARILIA,9º ANO EF,"3,4783","3,2603","3,37","1,0000","3,37",,2.0,INTERIOR,2021,21003,438,033832,,,,
033832,ANTONIO AUGUSTO NETTO,MARILIA,MARILIA,3º ANO EM,"2,1483","1,3333","1,74","0,9862","1,72",,3.0,INTERIOR,2021,21003,438,033832,,,,
033674,GABRIEL MONTEIRO DA SILVA,MARILIA,MARILIA,9º ANO EF,"4,9747","4,3080","4,64","1,0000","4,64",,2.0,INTERIOR,2021,21003,438,033674,,,,
033728,AMILCARE MATTEI PROF,MARILIA,MARILIA,3º ANO EM,"4,2977","2,8913","3,59","1,0000","3,59",,3.0,INTERIOR,2021,21003,438,033728,,,,
914198,AMELIA LOPES ANDERS PROFA,MARILIA,MARILIA,9º ANO EF,"2,7567","2,1813","2,47","0,9975","2,46",,2.0,INTERIOR,2021,21003,438,914198,,,,
914198,AMELIA LOPES ANDERS PROFA,MARILIA,MARILIA,3º ANO EM,"2,1563","1,1763","1,67","1,0000","1,67",,3.0,INTERIOR,2021,21003,438,914198,,,,
026293,JANDIRA DE MORAES NUNO PROFESSORA,LINS,CAFELANDIA,5º ANO EF,"4,7370","5,4390","5,09","1,0000","5,09",,1.0,INTERIOR,2021,20604,237,026293,,,,
026293,JANDIRA DE MORAES NUNO PROFESSORA,LINS,CAFELANDIA,9º ANO EF,"3,8883","2,2227","3,06","1,0000","3,06",,2.0,INTERIOR,2021,20604,237,026293,,,,
026293,JANDIRA DE MORAES NUNO PROFESSORA,LINS,CAFELANDIA,3º ANO EM,"0,6060","0,6060","0,61","0,9459","0,58",,3.0,INTERIOR,2021,20604,237,026293,,,,
026311,AFONSO PENA PRESIDENTE,LINS,CAFELANDIA,9º ANO EF,"3,3333","2,6597","3,00","1,0000","3,00",,2.0,INTERIOR,2021,20604,237,026311,,,,
903693,BENITO MARTINELLI PROF,MARILIA,MARILIA,9º ANO EF,"2,6667","1,6290","2,15","0,9970","2,14",,2.0,INTERIOR,2021,21003,438,903693,,,,
903693,BENITO MARTINELLI PROF,MARILIA,MARILIA,3º ANO EM,"2,0297","1,0867","1,56","1,0000","1,56",,3.0,INTERIOR,2021,21003,438,903693,,,,
907650,JOAO WALFREDO ROTHERMUND PADRE,MARILIA,MARILIA,9º ANO EF,"3,4597","2,7010","3,08","1,0000","3,08",,2.0,INTERIOR,2021,21003,438,907650,,,,
043242,ANTONIO REGINATO PROF,MARILIA,MARILIA,9º ANO EF,"4,2400","3,0400","3,64","0,9976","3,63",,2.0,INTERIOR,2021,21003,438,043242,,,,
043242,ANTONIO REGINATO PROF,MARILIA,MARILIA,3º ANO EM,"3,0433","1,6667","2,36","0,9738","2,30",,3.0,INTERIOR,2021,21003,438,043242,,,,
033534,GRACIEMA BAGANHA RIBEIRO,MARILIA,GALIA,9º ANO EF,"3,1207","2,6243","2,87","1,0000","2,87",,2.0,INTERIOR,2021,21003,314,033534,,,,
033534,GRACIEMA BAGANHA RIBEIRO,MARILIA,GALIA,3º ANO EM,"1,5783","1,4037","1,49","1,0000","1,49",,3.0,INTERIOR,2021,21003,314,033534,,,,
047703,MAURICIO MILANI,MARILIA,ECHAPORA,9º ANO EF,"2,6860","1,9900","2,34","0,9932","2,32",,2.0,INTERIOR,2021,21003,295,047703,,,,
047703,MAURICIO MILANI,MARILIA,ECHAPORA,3º ANO EM,"2,0177","1,0527","1,54","1,0000","1,54",,3.0,INTERIOR,2021,21003,295,047703,,,,
033376,JOSE BONIFACIO DO COUTO,MARILIA,ALVINLANDIA,9º ANO EF,"2,2230","1,7170","1,97","1,0000","1,97",,2.0,INTERIOR,2021,21003,164,033376,,,,
033376,JOSE BONIFACIO DO COUTO,MARILIA,ALVINLANDIA,3º ANO EM,"3,0000","1,5000","2,25","1,0000","2,25",,3.0,INTERIOR,2021,21003,164,033376,,,,
033510,RAFAEL PAES DE BARROS DOUTOR,MARILIA,ALVARO DE CARVALHO,9º ANO EF,"2,6313","2,1060","2,37","1,0000","2,37",,2.0,INTERIOR,2021,21003,163,033510,,,,
033510,RAFAEL PAES DE BARROS DOUTOR,MARILIA,ALVARO DE CARVALHO,3º ANO EM,"1,3723","1,1763","1,27","1,0000","1,27",,3.0,INTERIOR,2021,21003,163,033510,,,,
033820,ABEL AUGUSTO FRAGATA,MARILIA,MARILIA,5º ANO EF,"3,8887","4,0737","3,98","1,0000","3,98",,1.0,INTERIOR,2021,21003,438,033820,,,,
035270,TRES BARRAS,MIRACATU,PEDRO DE TOLEDO,9º ANO EF,"2,5183","1,3333","1,93","0,9913","1,91",,2.0,INTERIOR,2021,21101,520,035270,,,,
035270,TRES BARRAS,MIRACATU,PEDRO DE TOLEDO,3º ANO EM,"1,7947","0,6410","1,22","0,9416","1,15",,3.0,INTERIOR,2021,21101,520,035270,,,,
035269,SYLAS BALTAZAR DE ARAUJO PROFESSOR,MIRACATU,MIRACATU,9º ANO EF,"3,9580","2,8127","3,39","1,0000","3,39",,2.0,INTERIOR,2021,21101,448,035269,,,,
035269,SYLAS BALTAZAR DE ARAUJO PROFESSOR,MIRACATU,MIRACATU,3º ANO EM,"3,0960","1,9050","2,50","0,9524","2,38",,3.0,INTERIOR,2021,21101,448,035269,,,,
034897,USHISUKE MIADAIRA,MIRACATU,JUQUIA,9º ANO EF,"2,3610","2,6387","2,50","0,9889","2,47",,2.0,INTERIOR,2021,21101,409,034897,,,,
034897,USHISUKE MIADAIRA,MIRACATU,JUQUIA,3º ANO EM,"1,9300","1,4033","1,67","0,9808","1,64",,3.0,INTERIOR,2021,21101,409,034897,,,,
034952,RAPOSO TAVARES,MIRACATU,ITARIRI,5º ANO EF,"3,0667","2,2667","2,67","1,0000","2,67",,1.0,INTERIOR,2021,21101,381,034952,,,,
034952,RAPOSO TAVARES,MIRACATU,ITARIRI,9º ANO EF,"3,9397","3,4843","3,71","1,0000","3,71",,2.0,INTERIOR,2021,21101,381,034952,,,,
034952,RAPOSO TAVARES,MIRACATU,ITARIRI,3º ANO EM,"0,9527","0,0000","0,48","0,9623","0,46",,3.0,INTERIOR,2021,21101,381,034952,,,,
026207,JOAO CANDIDO FERNANDES FILHO PROF,LINS,SABINO,9º ANO EF,"2,4167","1,5833","2,00","0,9752","1,95",,2.0,INTERIOR,2021,20604,594,026207,,,,
026207,JOAO CANDIDO FERNANDES FILHO PROF,LINS,SABINO,3º ANO EM,"1,6667","1,3333","1,50","0,9874","1,48",,3.0,INTERIOR,2021,20604,594,026207,,,,
047727,SEBASTIANA MUNIZ PAIVA,MIRACATU,IGUAPE,9º ANO EF,"1,2820","1,2820","1,28","1,0000","1,28",,2.0,INTERIOR,2021,21101,351,047727,,,,
047727,SEBASTIANA MUNIZ PAIVA,MIRACATU,IGUAPE,3º ANO EM,"3,6840","1,7543","2,72","1,0000","2,72",,3.0,INTERIOR,2021,21101,351,047727,,,,
034770,JOSE MUNIZ TEIXEIRA,MIRACATU,IGUAPE,9º ANO EF,"3,7503","2,6780","3,21","1,0000","3,21",,2.0,INTERIOR,2021,21101,351,034770,,,,
020308,VENANCIO CORONEL,MOGI MIRIM,MOGI MIRIM,9º ANO EF,"3,3333","2,3570","2,85","1,0000","2,85",,2.0,INTERIOR,2021,20409,456,020308,,,,
020308,VENANCIO CORONEL,MOGI MIRIM,MOGI MIRIM,3º ANO EM,"2,2370","1,3163","1,78","1,0000","1,78",,3.0,INTERIOR,2021,20409,456,020308,,,,
020624,VALERIO STRANG PROF,MOGI MIRIM,MOGI MIRIM,9º ANO EF,"3,1920","2,6240","2,91","1,0000","2,91",,2.0,INTERIOR,2021,20409,456,020624,,,,
020624,VALERIO STRANG PROF,MOGI MIRIM,MOGI MIRIM,3º ANO EM,"2,4823","1,2760","1,88","1,0000","1,88",,3.0,INTERIOR,2021,20409,456,020624,,,,
035919,SAO JUDAS TADEU,MOGI MIRIM,MOGI MIRIM,9º ANO EF,"4,4150","3,8747","4,14","0,9877","4,09",,2.0,INTERIOR,2021,20409,456,035919,,,,
020539,OSCAR RODRIGUES ALVES DR,MOGI MIRIM,MOGI MIRIM,3º ANO EM,"4,0370","2,5353","3,29","0,9948","3,27",,3.0,INTERIOR,2021,20409,456,020539,,,,
020631,NORA MONSENHOR,MOGI MIRIM,MOGI MIRIM,9º ANO EF,"4,3590","2,9490","3,65","1,0000","3,65",,2.0,INTERIOR,2021,20409,456,020631,,,,
020631,NORA MONSENHOR,MOGI MIRIM,MOGI MIRIM,3º ANO EM,"2,6310","0,5263","1,58","0,9247","1,46",,3.0,INTERIOR,2021,20409,456,020631,,,,
579269,MARIA TEREZA DE JESUS PAIVA,MOGI MIRIM,MOGI MIRIM,9º ANO EF,"2,4637","1,5943","2,03","1,0000","2,03",,2.0,INTERIOR,2021,20409,456,579269,,,,
579269,MARIA TEREZA DE JESUS PAIVA,MOGI MIRIM,MOGI MIRIM,3º ANO EM,"2,7273","0,6060","1,67","1,0000","1,67",,3.0,INTERIOR,2021,20409,456,579269,,,,
020618,ERNANI CALBUCCI PROF,MOGI MIRIM,MOGI MIRIM,9º ANO EF,"3,7963","2,9627","3,38","1,0000","3,38",,2.0,INTERIOR,2021,20409,456,020618,,,,
020618,ERNANI CALBUCCI PROF,MOGI MIRIM,MOGI MIRIM,3º ANO EM,"2,2103","1,1950","1,70","1,0000","1,70",,3.0,INTERIOR,2021,20409,456,020618,,,,
034800,VEIGA JUNIOR PROFESSOR,MIRACATU,IGUAPE,9º ANO EF,"4,1487","3,1910","3,67","1,0000","3,67",,2.0,INTERIOR,2021,21101,351,034800,,,,
020655,ARISTIDES GURJAO PROF,MOGI MIRIM,MOGI MIRIM,9º ANO EF,"4,1177","3,1367","3,63","1,0000","3,63",,2.0,INTERIOR,2021,20409,456,020655,,,,
020655,ARISTIDES GURJAO PROF,MOGI MIRIM,MOGI MIRIM,3º ANO EM,"2,7267","0,6060","1,67","0,9914","1,66",,3.0,INTERIOR,2021,20409,456,020655,,,,
901313,ANTONIO JOSE PERES MARQUES PROF,MOGI MIRIM,MOGI MIRIM,9º ANO EF,"3,1430","2,1903","2,67","1,0000","2,67",,2.0,INTERIOR,2021,20409,456,901313,,,,
901313,ANTONIO JOSE PERES MARQUES PROF,MOGI MIRIM,MOGI MIRIM,3º ANO EM,"2,0827","1,0113","1,55","0,9586","1,49",,3.0,INTERIOR,2021,20409,456,901313,,,,
034769,JEREMIAS JUNIOR CORONEL,MIRACATU,IGUAPE,3º ANO EM,"3,1957","1,7907","2,49","0,9593","2,39",,3.0,INTERIOR,2021,21101,351,034769,,,,
039056,ELVIRA SILVA PROFESSORA,MIRACATU,IGUAPE,9º ANO EF,"2,0000","1,6667","1,83","1,0000","1,83",,2.0,INTERIOR,2021,21101,351,039056,,,,
039056,ELVIRA SILVA PROFESSORA,MIRACATU,IGUAPE,3º ANO EM,"3,0300","1,5150","2,27","1,0000","2,27",,3.0,INTERIOR,2021,21101,351,039056,,,,
034757,DINORA ROCHA PROFESSORA,MIRACATU,IGUAPE,9º ANO EF,"3,3333","2,1567","2,75","1,0000","2,75",,2.0,INTERIOR,2021,21101,351,034757,,,,
047715,CLODONIL CARDOSO,MIRACATU,IGUAPE,9º ANO EF,"2,5130","1,8033","2,16","1,0000","2,16",,2.0,INTERIOR,2021,21101,351,047715,,,,
047715,CLODONIL CARDOSO,MIRACATU,IGUAPE,3º ANO EM,"2,3810","1,3810","1,88","1,0000","1,88",,3.0,INTERIOR,2021,21101,351,047715,,,,
918052,BAIRRO PE DA SERRA,MIRACATU,IGUAPE,9º ANO EF,"1,9443","1,3890","1,67","1,0000","1,67",,2.0,INTERIOR,2021,21101,351,918052,,,,
919559,BAIRRO JAIRE,MIRACATU,IGUAPE,9º ANO EF,"1,0000","0,6667","0,83","1,0000","0,83",,2.0,INTERIOR,2021,21101,351,919559,,,,
034836,ITARIRI,MIRACATU,ITARIRI,9º ANO EF,"3,1173","2,7267","2,92","1,0000","2,92",,2.0,INTERIOR,2021,21101,381,034836,,,,
034836,ITARIRI,MIRACATU,ITARIRI,3º ANO EM,"2,1950","0,9757","1,59","1,0000","1,59",,3.0,INTERIOR,2021,21101,381,034836,,,,
034812,CLAY PRESGRAVE DO AMARAL ENGENHEIRO,MIRACATU,ITARIRI,5º ANO EF,"5,3333","5,6000","5,47","1,0000","5,47",,1.0,INTERIOR,2021,21101,381,034812,,,,
034812,CLAY PRESGRAVE DO AMARAL ENGENHEIRO,MIRACATU,ITARIRI,9º ANO EF,"3,3333","2,8743","3,10","0,9783","3,03",,2.0,INTERIOR,2021,21101,381,034812,,,,
034812,CLAY PRESGRAVE DO AMARAL ENGENHEIRO,MIRACATU,ITARIRI,3º ANO EM,"2,0007","0,6667","1,33","0,9286","1,24",,3.0,INTERIOR,2021,21101,381,034812,,,,
906049,BAIRRO NOVA ITARIRI,MIRACATU,ITARIRI,9º ANO EF,"3,5187","2,1297","2,82","1,0000","2,82",,2.0,INTERIOR,2021,21101,381,906049,,,,
906049,BAIRRO NOVA ITARIRI,MIRACATU,ITARIRI,3º ANO EM,"2,1047","0,8773","1,49","1,0000","1,49",,3.0,INTERIOR,2021,21101,381,906049,,,,
924891,ALTAIR DE FATIMA FURIGO POLETTINI PROFA DRA,MOGI MIRIM,MOGI MIRIM,9º ANO EF,"2,9950","2,8817","2,94","1,0000","2,94",,2.0,INTERIOR,2021,20409,456,924891,,,,
924891,ALTAIR DE FATIMA FURIGO POLETTINI PROFA DRA,MOGI MIRIM,MOGI MIRIM,3º ANO EM,"2,1207","1,4547","1,79","1,0000","1,79",,3.0,INTERIOR,2021,20409,456,924891,,,,
017425,CLODOVEU BARBOSA PROF,MOGI MIRIM,MONTE ALEGRE DO SUL,3º ANO EM,"4,1410","2,4910","3,32","0,9438","3,13",,3.0,INTERIOR,2021,20409,460,017425,,,,
034939,JOAO ADORNO VASSAO,MIRACATU,JUQUIA,9º ANO EF,"3,6507","2,8577","3,25","1,0000","3,25",,2.0,INTERIOR,2021,21101,409,034939,,,,
034939,JOAO ADORNO VASSAO,MIRACATU,JUQUIA,3º ANO EM,"2,1327","1,1557","1,64","0,9927","1,63",,3.0,INTERIOR,2021,21101,409,034939,,,,
034903,ALICE RODRIGUES MOTTA PROFESSORA,MIRACATU,JUQUIA,9º ANO EF,"3,1550","2,6783","2,92","1,0000","2,92",,2.0,INTERIOR,2021,21101,409,034903,,,,
034903,ALICE RODRIGUES MOTTA PROFESSORA,MIRACATU,JUQUIA,3º ANO EM,"2,8457","1,8700","2,36","1,0000","2,36",,3.0,INTERIOR,2021,21101,409,034903,,,,
040265,SANTA RITA DE CASSIA,MIRACATU,MIRACATU,9º ANO EF,"2,3657","1,8273","2,10","1,0000","2,10",,2.0,INTERIOR,2021,21101,448,040265,,,,
040265,SANTA RITA DE CASSIA,MIRACATU,MIRACATU,3º ANO EM,"0,3030","0,0000","0,15","0,9873","0,15",,3.0,INTERIOR,2021,21101,448,040265,,,,
034861,PEDRO BARROS,MIRACATU,MIRACATU,9º ANO EF,"3,9133","2,6087","3,26","1,0000","3,26",,2.0,INTERIOR,2021,21101,448,034861,,,,
034861,PEDRO BARROS,MIRACATU,MIRACATU,3º ANO EM,"2,5933","1,4813","2,04","1,0000","2,04",,3.0,INTERIOR,2021,21101,448,034861,,,,
911884,MARIA JOSE MORAIS DE CARVALHO PROFESSORA,MIRACATU,MIRACATU,9º ANO EF,"3,7030","3,3330","3,52","0,9901","3,49",,2.0,INTERIOR,2021,21101,448,911884,,,,
911884,MARIA JOSE MORAIS DE CARVALHO PROFESSORA,MIRACATU,MIRACATU,3º ANO EM,"2,3810","1,6667","2,02","1,0000","2,02",,3.0,INTERIOR,2021,21101,448,911884,,,,
900035,DOMINGOS BAUER LEITE POETA,MIRACATU,MIRACATU,9º ANO EF,"3,7227","2,8340","3,28","1,0000","3,28",,2.0,INTERIOR,2021,21101,448,900035,,,,
900035,DOMINGOS BAUER LEITE POETA,MIRACATU,MIRACATU,3º ANO EM,"3,3330","1,8420","2,59","0,9653","2,50",,3.0,INTERIOR,2021,21101,448,900035,,,,
034940,BIGUA,MIRACATU,MIRACATU,9º ANO EF,"2,6313","2,4563","2,54","1,0000","2,54",,2.0,INTERIOR,2021,21101,448,034940,,,,
034940,BIGUA,MIRACATU,MIRACATU,3º ANO EM,"1,0000","0,0000","0,50","1,0000","0,50",,3.0,INTERIOR,2021,21101,448,034940,,,,
919561,BAIRRO DO ENGANO,MIRACATU,MIRACATU,9º ANO EF,"2,7540","1,7390","2,25","1,0000","2,25",,2.0,INTERIOR,2021,21101,448,919561,,,,
919561,BAIRRO DO ENGANO,MIRACATU,MIRACATU,3º ANO EM,"2,7777","1,3890","2,08","0,9808","2,04",,3.0,INTERIOR,2021,21101,448,919561,,,,
034873,ARMANDO GONCALVES PROFESSOR,MIRACATU,MIRACATU,9º ANO EF,"3,2867","2,8170","3,05","0,9970","3,04",,2.0,INTERIOR,2021,21101,448,034873,,,,
034873,ARMANDO GONCALVES PROFESSOR,MIRACATU,MIRACATU,3º ANO EM,"2,1667","1,3333","1,75","0,9929","1,74",,3.0,INTERIOR,2021,21101,448,034873,,,,
034964,OTAVIANO SOARES ALBUQUERQUE,MIRACATU,PEDRO DE TOLEDO,9º ANO EF,"3,2270","2,4467","2,84","1,0000","2,84",,2.0,INTERIOR,2021,21101,520,034964,,,,
034964,OTAVIANO SOARES ALBUQUERQUE,MIRACATU,PEDRO DE TOLEDO,3º ANO EM,"3,6600","1,6993","2,68","1,0000","2,68",,3.0,INTERIOR,2021,21101,520,034964,,,,
033522,EDUARDO DE SOUZA PORTO CEL,MARILIA,FERNAO,9º ANO EF,"3,7777","2,5553","3,17","1,0000","3,17",,2.0,INTERIOR,2021,21003,786,033522,,,,
033522,EDUARDO DE SOUZA PORTO CEL,MARILIA,FERNAO,3º ANO EM,"4,6963","2,7267","3,71","1,0000","3,71",,3.0,INTERIOR,2021,21003,786,033522,,,,
033443,NORMA MONICO TRUZZI PROFA,MARILIA,GARCA,9º ANO EF,"2,2220","1,3890","1,81","1,0000","1,81",,2.0,INTERIOR,2021,21003,315,033443,,,,
033443,NORMA MONICO TRUZZI PROFA,MARILIA,GARCA,3º ANO EM,"1,6667","1,0000","1,33","1,0000","1,33",,3.0,INTERIOR,2021,21003,315,033443,,,,
903723,JUDITH SANT ANA DIEGUES PROFESSORA,MIRACATU,ILHA COMPRIDA,3º ANO EM,"2,4587","1,3130","1,89","1,0000","1,89",,3.0,INTERIOR,2021,21101,749,903723,,,,
033388,LYDIA YVONE GOMES MARQUES PROFA,MARILIA,GARCA,9º ANO EF,"2,2223","1,2593","1,74","1,0000","1,74",,2.0,INTERIOR,2021,21003,315,033388,,,,
033388,LYDIA YVONE GOMES MARQUES PROFA,MARILIA,GARCA,3º ANO EM,"0,6660","0,2223","0,44","1,0000","0,44",,3.0,INTERIOR,2021,21003,315,033388,,,,
034915,OSWALDO FLORENCIO PROFESSOR,MIRACATU,JUQUIA,9º ANO EF,"3,3977","2,3077","2,85","0,9920","2,83",,2.0,INTERIOR,2021,21101,409,034915,,,,
034915,OSWALDO FLORENCIO PROFESSOR,MIRACATU,JUQUIA,3º ANO EM,"2,7927","1,8020","2,30","1,0000","2,30",,3.0,INTERIOR,2021,21101,409,034915,,,,
903673,HATSUE TOYOTA,MARILIA,GARCA,9º ANO EF,"3,5060","2,7700","3,14","1,0000","3,14",,2.0,INTERIOR,2021,21003,315,903673,,,,
017437,PEDRO DE TOLEDO,MOGI MIRIM,LINDOIA,3º ANO EM,"3,3333","1,7543","2,54","0,9833","2,50",,3.0,INTERIOR,2021,20409,418,017437,,,,
017516,PEDRO FERREIRA CINTRA PROF,MOGI MIRIM,ITAPIRA,9º ANO EF,"3,7290","3,1070","3,42","1,0000","3,42",,2.0,INTERIOR,2021,20409,374,017516,,,,
017516,PEDRO FERREIRA CINTRA PROF,MOGI MIRIM,ITAPIRA,3º ANO EM,"3,1380","1,3070","2,22","0,9750","2,16",,3.0,INTERIOR,2021,20409,374,017516,,,,
020382,AGENOR DE CARVALHO CAPITAO,MOGI MIRIM,ESTIVA GERBI,3º ANO EM,"2,8140","0,9083","1,86","0,9935","1,85",,3.0,INTERIOR,2021,20409,746,020382,,,,
909518,SEBASTIAO GOMES,MOGI MIRIM,CONCHAL,9º ANO EF,"2,7780","1,9443","2,36","1,0000","2,36",,2.0,INTERIOR,2021,20409,270,909518,,,,
909518,SEBASTIAO GOMES,MOGI MIRIM,CONCHAL,3º ANO EM,"3,1480","1,2957","2,22","1,0000","2,22",,3.0,INTERIOR,2021,20409,270,909518,,,,
017553,RANGEL PESTANA,MOGI MIRIM,AMPARO,9º ANO EF,"3,6970","3,1510","3,42","1,0000","3,42",,2.0,INTERIOR,2021,20409,168,017553,,,,
017553,RANGEL PESTANA,MOGI MIRIM,AMPARO,3º ANO EM,"2,9630","1,6930","2,33","0,8830","2,06",,3.0,INTERIOR,2021,20409,168,017553,,,,
033960,MARIO BRIATORE PADRE,OURINHOS,SALTO GRANDE,9º ANO EF,"3,5773","2,8043","3,19","1,0000","3,19",,2.0,INTERIOR,2021,21004,601,033960,,,,
033960,MARIO BRIATORE PADRE,OURINHOS,SALTO GRANDE,3º ANO EM,"2,3810","1,4880","1,93","1,0000","1,93",,3.0,INTERIOR,2021,21004,601,033960,,,,
017632,VICENTE RIZZO DR,MOGI MIRIM,AGUAS DE LINDOIA,5º ANO EF,"4,1937","3,7637","3,98","1,0000","3,98",,1.0,INTERIOR,2021,20409,153,017632,,,,
017632,VICENTE RIZZO DR,MOGI MIRIM,AGUAS DE LINDOIA,9º ANO EF,"4,0743","3,2407","3,66","1,0000","3,66",,2.0,INTERIOR,2021,20409,153,017632,,,,
017632,VICENTE RIZZO DR,MOGI MIRIM,AGUAS DE LINDOIA,3º ANO EM,"2,7133","1,9373","2,33","0,9926","2,31",,3.0,INTERIOR,2021,20409,153,017632,,,,
033424,NELY CARBONIERI DE ANDRADE PROFA,MARILIA,GARCA,9º ANO EF,"3,8387","2,8280","3,33","1,0000","3,33",,2.0,INTERIOR,2021,21003,315,033424,,,,
033424,NELY CARBONIERI DE ANDRADE PROFA,MARILIA,GARCA,3º ANO EM,"1,9047","0,9523","1,43","1,0000","1,43",,3.0,INTERIOR,2021,21003,315,033424,,,,
905380,PAULO TUROLLA,MOGI MIRIM,AMPARO,5º ANO EF,"4,3750","4,1667","4,27","1,0000","4,27",,1.0,INTERIOR,2021,20409,168,905380,,,,
033492,HILMAR MACHADO DE OLIVEIRA,MARILIA,GARCA,9º ANO EF,"3,5550","2,5557","3,06","0,9877","3,02",,2.0,INTERIOR,2021,21003,315,033492,,,,
033492,HILMAR MACHADO DE OLIVEIRA,MARILIA,GARCA,3º ANO EM,"2,1053","1,1403","1,62","0,9961","1,61",,3.0,INTERIOR,2021,21003,315,033492,,,,
017528,NOEDIR MAZZINI,MOGI MIRIM,AMPARO,5º ANO EF,"5,6603","4,7170","5,19","1,0000","5,19",,1.0,INTERIOR,2021,20409,168,017528,,,,
017528,NOEDIR MAZZINI,MOGI MIRIM,AMPARO,9º ANO EF,"2,9630","2,7780","2,87","0,9965","2,86",,2.0,INTERIOR,2021,20409,168,017528,,,,
905392,MARIA APARECIDA DOS SANTOS CASTRO PROFA,MOGI MIRIM,AMPARO,5º ANO EF,"6,2967","5,3087","5,80","1,0000","5,80",,1.0,INTERIOR,2021,20409,168,905392,,,,
905392,MARIA APARECIDA DOS SANTOS CASTRO PROFA,MOGI MIRIM,AMPARO,9º ANO EF,"4,4020","3,4617","3,93","1,0000","3,93",,2.0,INTERIOR,2021,20409,168,905392,,,,
049426,JOSE SCALVI DE OLIVEIRA PROF,MOGI MIRIM,AMPARO,9º ANO EF,"3,5633","2,2983","2,93","0,9943","2,91",,2.0,INTERIOR,2021,20409,168,049426,,,,
049426,JOSE SCALVI DE OLIVEIRA PROF,MOGI MIRIM,AMPARO,3º ANO EM,"3,6667","1,5833","2,63","1,0000","2,63",,3.0,INTERIOR,2021,20409,168,049426,,,,
452312,GISSELDA APARECIDA TUROLA PIOVEZAN,MOGI MIRIM,AMPARO,9º ANO EF,"3,4210","3,4207","3,42","0,9942","3,40",,2.0,INTERIOR,2021,20409,168,452312,,,,
452312,GISSELDA APARECIDA TUROLA PIOVEZAN,MOGI MIRIM,AMPARO,3º ANO EM,"2,5927","2,0373","2,32","1,0000","2,32",,3.0,INTERIOR,2021,20409,168,452312,,,,
017536,FRANCISCO DA SILVEIRA FRANCO,MOGI MIRIM,AMPARO,5º ANO EF,"5,2387","4,2067","4,72","1,0000","4,72",,1.0,INTERIOR,2021,20409,168,017536,,,,
